pattern,metric,providers,providers_count,provider_balanced_baseline_mean,provider_balanced_pattern_mean,provider_balanced_delta_mean,provider_balanced_improvement_mean
branch_conditional,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.019753086419753086,0.019753086419753086,-0.019753086419753086
branch_conditional,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.1532039976484421,0.18142269253380364,0.02821869488536155,0.02821869488536155
branch_conditional,irp_oscillation_rate,"anthropic,gemini,openai",3,0.17592592592592593,0.23302469135802473,0.05709876543209879,-0.05709876543209879
branch_conditional,misinterpretation_rate,"anthropic,gemini,openai",3,0.15185185185185188,0.2638888888888889,0.11203703703703703,-0.11203703703703703
branch_conditional,rework_cost_tokens,"anthropic,gemini,openai",3,215.44444444444446,470.6296296296296,255.1851851851852,-255.1851851851852
branch_conditional,self_contradiction_rate,"anthropic,gemini,openai",3,0.018518518518518517,0.08950617283950617,0.07098765432098765,-0.07098765432098765
branch_conditional,stability_variance,"anthropic,gemini,openai",3,0.028420609725371637,0.033380985974636776,0.004960376249265138,-0.004960376249265138
branch_conditional,trace_completeness,"anthropic,gemini,openai",3,1.0,0.9846913580246913,-0.015308641975308646,-0.015308641975308646
branch_conditional,update_consistency,"anthropic,gemini,openai",3,0.9814814814814815,0.8907407407407407,-0.09074074074074075,-0.09074074074074075
conditional_branch,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.0,0.0,0.0
conditional_branch,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.15731922398589065,0.10605526161081717,-0.05126396237507349,-0.05126396237507349
conditional_branch,irp_oscillation_rate,"anthropic,gemini,openai",3,0.18055555555555555,0.0925925925925926,-0.08796296296296297,0.08796296296296297
conditional_branch,misinterpretation_rate,"anthropic,gemini,openai",3,0.15555555555555559,0.0984567901234568,-0.05709876543209877,0.05709876543209877
conditional_branch,rework_cost_tokens,"anthropic,gemini,openai",3,225.11111111111111,139.62962962962965,-85.48148148148148,85.48148148148148
conditional_branch,self_contradiction_rate,"anthropic,gemini,openai",3,0.018518518518518517,0.0,-0.018518518518518517,0.018518518518518517
conditional_branch,stability_variance,"anthropic,gemini,openai",3,0.029161350466112377,0.013822726127488036,-0.01533862433862434,0.01533862433862434
conditional_branch,trace_completeness,"anthropic,gemini,openai",3,1.0,1.0,0.0,0.0
conditional_branch,update_consistency,"anthropic,gemini,openai",3,0.9814814814814815,1.0,0.018518518518518514,0.018518518518518514
conditional_delta,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.006172839506172839,0.006172839506172839,-0.006172839506172839
conditional_delta,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.14908877131099355,0.09206349206349207,-0.05702527924750147,-0.05702527924750147
conditional_delta,irp_oscillation_rate,"anthropic,gemini,openai",3,0.17129629629629628,0.11111111111111112,-0.06018518518518518,0.06018518518518518
conditional_delta,misinterpretation_rate,"anthropic,gemini,openai",3,0.14814814814814817,0.10586419753086419,-0.042283950617283954,0.042283950617283954
conditional_delta,rework_cost_tokens,"anthropic,gemini,openai",3,205.66666666666666,175.5185185185185,-30.14814814814815,30.14814814814815
conditional_delta,self_contradiction_rate,"anthropic,gemini,openai",3,0.018518518518518517,0.0308641975308642,0.012345679012345684,-0.012345679012345684
conditional_delta,stability_variance,"anthropic,gemini,openai",3,0.027679868984630897,0.012663615016376925,-0.01501625396825397,0.01501625396825397
conditional_delta,trace_completeness,"anthropic,gemini,openai",3,1.0,0.9969135802469135,-0.0030864197530864213,-0.0030864197530864213
conditional_delta,update_consistency,"anthropic,gemini,openai",3,0.9814814814814815,0.9691358024691358,-0.012345679012345685,-0.012345679012345685
conditional_hierarchical,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.011111111111111113,0.011111111111111113,-0.011111111111111113
conditional_hierarchical,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.15731922398589065,0.13897707231040565,-0.01834215167548501,-0.01834215167548501
conditional_hierarchical,irp_oscillation_rate,"anthropic,gemini,openai",3,0.18055555555555555,0.17129629629629628,-0.009259259259259257,0.009259259259259257
conditional_hierarchical,misinterpretation_rate,"anthropic,gemini,openai",3,0.15555555555555559,0.2145061728395062,0.058950617283950624,-0.058950617283950624
conditional_hierarchical,rework_cost_tokens,"anthropic,gemini,openai",3,223.9259259259259,464.51851851851853,240.5925925925926,-240.5925925925926
conditional_hierarchical,self_contradiction_rate,"anthropic,gemini,openai",3,0.018518518518518517,0.08024691358024691,0.0617283950617284,-0.0617283950617284
conditional_hierarchical,stability_variance,"anthropic,gemini,openai",3,0.029161350466112377,0.01849213627837967,-0.01066921418773271,0.01066921418773271
conditional_hierarchical,trace_completeness,"anthropic,gemini,openai",3,1.0,0.9955555555555554,-0.004444444444444448,-0.004444444444444448
conditional_hierarchical,update_consistency,"anthropic,gemini,openai",3,0.9814814814814815,0.8975308641975309,-0.0839506172839506,-0.0839506172839506
delta_conditional,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.0,0.0,0.0
delta_conditional,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.15731922398589065,0.11922398589065254,-0.0380952380952381,-0.0380952380952381
delta_conditional,irp_oscillation_rate,"anthropic,gemini,openai",3,0.18055555555555555,0.11574074074074074,-0.06481481481481481,0.06481481481481481
delta_conditional,misinterpretation_rate,"anthropic,gemini,openai",3,0.15555555555555559,0.10462962962962963,-0.05092592592592592,0.05092592592592592
delta_conditional,rework_cost_tokens,"anthropic,gemini,openai",3,224.4814814814815,157.8148148148148,-66.66666666666667,66.66666666666667
delta_conditional,self_contradiction_rate,"anthropic,gemini,openai",3,0.018518518518518517,0.0,-0.018518518518518517,0.018518518518518517
delta_conditional,stability_variance,"anthropic,gemini,openai",3,0.029161350466112377,0.016193096497858408,-0.01296825396825397,0.01296825396825397
delta_conditional,trace_completeness,"anthropic,gemini,openai",3,1.0,1.0,0.0,0.0
delta_conditional,update_consistency,"anthropic,gemini,openai",3,0.9814814814814815,1.0,0.018518518518518514,0.018518518518518514
delta_hierarchical,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.007407407407407408,0.0,-0.007407407407407408,0.007407407407407408
delta_hierarchical,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.1532039976484421,0.11099353321575543,-0.04221046443268665,-0.04221046443268665
delta_hierarchical,irp_oscillation_rate,"anthropic,gemini,openai",3,0.17129629629629628,0.10648148148148147,-0.06481481481481481,0.06481481481481481
delta_hierarchical,misinterpretation_rate,"anthropic,gemini,openai",3,0.15925925925925927,0.09722222222222222,-0.06203703703703703,0.06203703703703703
delta_hierarchical,rework_cost_tokens,"anthropic,gemini,openai",3,230.74074074074073,139.22222222222223,-91.51851851851852,91.51851851851852
delta_hierarchical,self_contradiction_rate,"anthropic,gemini,openai",3,0.022222222222222223,0.0,-0.022222222222222223,0.022222222222222223
delta_hierarchical,stability_variance,"anthropic,gemini,openai",3,0.03249011132573744,0.014711615016376925,-0.01777849630936051,0.01777849630936051
delta_hierarchical,trace_completeness,"anthropic,gemini,openai",3,0.9925925925925926,1.0,0.007407407407407405,0.007407407407407405
delta_hierarchical,update_consistency,"anthropic,gemini,openai",3,0.9703703703703703,1.0,0.029629629629629627,0.029629629629629627
hierarchical_conditional,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.003703703703703704,0.003703703703703704,-0.003703703703703704
hierarchical_conditional,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.15731922398589065,0.12333921222810111,-0.03398001175778954,-0.03398001175778954
hierarchical_conditional,irp_oscillation_rate,"anthropic,gemini,openai",3,0.18055555555555555,0.13425925925925927,-0.0462962962962963,0.0462962962962963
hierarchical_conditional,misinterpretation_rate,"anthropic,gemini,openai",3,0.15555555555555559,0.12685185185185185,-0.0287037037037037,0.0287037037037037
hierarchical_conditional,rework_cost_tokens,"anthropic,gemini,openai",3,224.85185185185185,236.1851851851852,11.333333333333334,-11.333333333333334
hierarchical_conditional,self_contradiction_rate,"anthropic,gemini,openai",3,0.018518518518518517,0.018518518518518517,1.02798428206033e-18,-1.02798428206033e-18
hierarchical_conditional,stability_variance,"anthropic,gemini,openai",3,0.029161350466112377,0.016658208523464262,-0.01250314194264812,0.01250314194264812
hierarchical_conditional,trace_completeness,"anthropic,gemini,openai",3,1.0,0.9985185185185186,-0.001481481481481483,-0.001481481481481483
hierarchical_conditional,update_consistency,"anthropic,gemini,openai",3,0.9814814814814815,0.9740740740740742,-0.00740740740740741,-0.00740740740740741
hierarchical_delta,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.003703703703703704,0.0,-0.003703703703703704,0.003703703703703704
hierarchical_delta,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.16143445032333922,0.10276308054085831,-0.05867136978248089,-0.05867136978248089
hierarchical_delta,irp_oscillation_rate,"anthropic,gemini,openai",3,0.18055555555555555,0.09722222222222222,-0.08333333333333333,0.08333333333333333
hierarchical_delta,misinterpretation_rate,"anthropic,gemini,openai",3,0.15925925925925927,0.0898148148148148,-0.06944444444444445,0.06944444444444445
hierarchical_delta,rework_cost_tokens,"anthropic,gemini,openai",3,232.07407407407405,123.44444444444444,-108.62962962962963,108.62962962962963
hierarchical_delta,self_contradiction_rate,"anthropic,gemini,openai",3,0.022222222222222223,0.0,-0.022222222222222223,0.022222222222222223
hierarchical_delta,stability_variance,"anthropic,gemini,openai",3,0.03461402536323172,0.013230133534895444,-0.021383891828336277,0.021383891828336277
hierarchical_delta,trace_completeness,"anthropic,gemini,openai",3,0.9962962962962963,1.0,0.0037037037037037025,0.0037037037037037025
hierarchical_delta,update_consistency,"anthropic,gemini,openai",3,0.9740740740740742,1.0,0.02592592592592592,0.02592592592592592
